Date,year,month,day,day_of_week,week_of_year,quarter,day_of_year,is_weekend,is_month_start,is_month_end,is_q3,is_december,sin_7,cos_7,sin_30_5,cos_30_5,sin_365_25,cos_365_25,sin_365,cos_365
2024-02-15,2024,2,15,3,7,1,46,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.05147875477034673,-0.9986740898848305,0.7112757519738152,0.7029130847082615,0.7112757519738152,0.7029130847082615
2024-02-16,2024,2,16,4,7,1,47,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.15389057670406148,-0.9880878960910772,0.7232617254437388,0.6905740195722293,0.7232617254437388,0.6905740195722293
2024-02-17,2024,2,17,5,7,1,48,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.35275208654909473,-0.9357168190404936,0.7350336741329413,0.6780306024735382,0.7350336741329413,0.6780306024735382
2024-02-18,2024,2,18,6,7,1,49,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.5366961939916003,-0.8437755598231858,0.746588114532413,0.6652865452111116,0.746588114532413,0.6652865452111116
2024-02-19,2024,2,19,0,8,1,50,0,0,0,0,0,0.0,1.0,-0.6979441547663433,-0.7161521883143935,0.7579216274973472,0.6523456189565257,0.7579216274973472,0.6523456189565257
2024-02-20,2024,2,20,1,8,1,51,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8296770135526189,-0.5582437220268648,0.7690308592589181,0.6392116531380588,0.7690308592589181,0.6392116531380588
2024-02-21,2024,2,21,2,8,1,52,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.9263239682514951,-0.3767278936351848,0.7799125224167177,0.6258885343075018,0.7799125224167177,0.6258885343075018
2024-02-22,2024,2,22,3,8,1,53,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.9837979515735163,-0.1792807588107359,0.7905633969115482,0.612380204990065,0.7905633969115482,0.612380204990065
2024-02-23,2024,2,23,4,8,1,54,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9996684675143132,0.025747913654987745,0.8009803309782905,0.5986906625177214,0.8009803309782905,0.5986906625177214
2024-02-24,2024,2,24,5,8,1,55,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.9732643737003827,0.22968774213179508,0.8111602420785621,0.5848239578463322,0.8111602420785621,0.5848239578463322
2024-02-25,2024,2,25,6,8,1,56,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9057022630804715,0.42391439070986053,0.8211001178128892,0.5707841943569036,0.8211001178128892,0.5707841943569036
2024-02-26,2024,2,26,0,9,1,57,0,0,0,0,0,0.0,1.0,-0.7998392447397193,0.6002142805483683,0.8307970168121247,0.5565755266413303,0.8307970168121247,0.5565755266413303
2024-02-27,2024,2,27,1,9,1,58,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.6601521206712321,0.7511319308705195,0.8402480696078469,0.5422021592729844,0.8402480696078469,0.5422021592729844
2024-02-28,2024,2,28,2,9,1,59,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4925480679538645,0.8702852410301551,0.8494504794814806,0.527668345562516,0.8494504794814806,0.527668345562516
2024-02-29,2024,2,29,3,9,1,60,0,0,1,0,0,0.43388373911755823,-0.900968867902419,-0.30411483232751774,0.9526353808033826,0.8584015232918917,0.512978386299228,0.8584015232918917,0.512978386299228
2024-03-01,2024,3,1,4,9,1,61,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,0.2045520661262008,0.9788556850953578,0.8670985522812081,0.4981366284784055,0.8670985522812081,0.4981366284784055
2024-03-02,2024,3,2,5,9,1,62,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.40045390565126643,0.9163169044870048,0.8755389928586302,0.4831474640149687,0.8755389928586302,0.4831474640149687
2024-03-03,2024,3,3,6,9,1,63,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.5794210982045637,0.8150283375168114,0.8837203473619977,0.4680153284438345,0.8837203473619977,0.4680153284438345
2024-03-04,2024,3,4,0,10,1,64,0,0,0,0,0,0.0,1.0,0.733885366432199,0.6792733388972931,0.8916401947968874,0.45274469960737107,0.8916401947968874,0.45274469960737107
2024-03-05,2024,3,5,1,10,1,65,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8573146280763323,0.5147928015098308,0.8992961915530253,0.4373400963303323,0.8992961915530253,0.4373400963303323
2024-03-06,2024,3,6,2,10,1,66,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.9444892287836613,0.32854238191083485,0.9066860720977985,0.4218060770826634,0.9066860720977985,0.4218060770826634
2024-03-07,2024,3,7,3,10,1,67,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.9917226741361015,0.12839835514655099,0.9138076496466615,0.4061472386305789,0.9138076496466615,0.4061472386305789
2024-03-08,2024,3,8,4,10,1,68,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.9970175264485267,-0.07717546212664618,0.9206588168102428,0.3903682146763026,0.9206588168102428,0.3903682146763026
2024-03-09,2024,3,9,5,10,1,69,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9601498736716018,-0.2794856348516094,0.9272375462179537,0.374473674486883,0.9272375462179537,0.374473674486883
2024-03-10,2024,3,10,6,10,1,70,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.8826787983255474,-0.46997674302732007,0.9335418911179212,0.35846832151248087,0.9335418911179212,0.35846832151248087
2024-03-11,2024,3,11,0,11,1,71,0,0,0,0,0,0.0,1.0,0.7678804460366001,-0.6405931786981751,0.9395699859530622,0.342356891994542,0.9395699859530622,0.342356891994542
2024-03-12,2024,3,12,1,11,1,72,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.620609481827423,-0.7841198065767103,0.945320046913132,0.3261441535642696,0.945320046913132,0.3261441535642696
2024-03-13,2024,3,13,2,11,1,73,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.44709379298511387,-0.8944870822287956,0.9507903724625832,0.3098349038318025,0.9507903724625832,0.3098349038318025
2024-03-14,2024,3,14,3,11,1,74,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.2546711202412288,-0.9670277247913204,0.9559793438440766,0.2934339689665273,0.9559793438440766,0.2934339689665273
2024-03-15,2024,3,15,4,11,1,75,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.05147875477034673,-0.9986740898848305,0.9608854255574977,0.27694620226893646,0.9608854255574977,0.27694620226893646
2024-03-16,2024,3,16,5,11,1,76,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.15389057670406148,-0.9880878960910772,0.9655071658143364,0.2603764827344581,0.9655071658143364,0.2603764827344581
2024-03-17,2024,3,17,6,11,1,77,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.35275208654909473,-0.9357168190404936,0.969843196967294,0.24372971360968387,0.969843196967294,0.24372971360968387
2024-03-18,2024,3,18,0,12,1,78,0,0,0,0,0,0.0,1.0,-0.5366961939916003,-0.8437755598231858,0.9738922359149924,0.22701082094141847,0.9738922359149924,0.22701082094141847
2024-03-19,2024,3,19,1,12,1,79,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.6979441547663433,-0.7161521883143935,0.9776530844816641,0.2102247521189836,0.9776530844816641,0.2102247521189836
2024-03-20,2024,3,20,2,12,1,80,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8296770135526189,-0.5582437220268648,0.981124629771712,0.19337647441020586,0.981124629771712,0.19337647441020586
2024-03-21,2024,3,21,3,12,1,81,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.9263239682514951,-0.3767278936351848,0.984305844499033,0.17647097349152166,0.984305844499033,0.17647097349152166
2024-03-22,2024,3,22,4,12,1,82,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9837979515735163,-0.1792807588107359,0.9871957872910085,0.15951325197263655,0.9871957872910085,0.15951325197263655
2024-03-23,2024,3,23,5,12,1,83,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.9996684675143132,0.025747913654987745,0.9897936029670716,0.14250832791617088,0.9897936029670716,0.14250832791617088
2024-03-24,2024,3,24,6,12,1,84,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9732643737003827,0.22968774213179508,0.992098522791769,0.12546123335273648,0.992098522791769,0.12546123335273648
2024-03-25,2024,3,25,0,13,1,85,0,0,0,0,0,0.0,1.0,-0.9057022630804715,0.42391439070986053,0.9941098647022418,0.10837701279187609,0.9941098647022418,0.10837701279187609
2024-03-26,2024,3,26,1,13,1,86,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.7998392447397193,0.6002142805483683,0.9958270335100595,0.09126072172931188,0.9958270335100595,0.09126072172931188
2024-03-27,2024,3,27,2,13,1,87,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.6601521206712321,0.7511319308705195,0.9972495210773451,0.07411742515094437,0.9972495210773451,0.07411742515094437
2024-03-28,2024,3,28,3,13,1,88,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4925480679538645,0.8702852410301551,0.998376906467142,0.056952196034039754,0.998376906467142,0.056952196034039754
2024-03-29,2024,3,29,4,13,1,89,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.30411483232751774,0.9526353808033826,0.9992088560679753,0.03977011384605572,0.9992088560679753,0.03977011384605572
2024-03-30,2024,3,30,5,13,1,90,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.1028209971373608,0.9946998756145891,0.9997451236925734,0.022576263041545485,0.9997451236925734,0.022576263041545485
2024-03-31,2024,3,31,6,13,1,91,1,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.10282099713736031,0.9946998756145891,0.9999855506507186,0.005375731557583884,0.9999855506507186,0.005375731557583884
2024-04-01,2024,4,1,0,14,2,92,0,1,0,0,0,0.0,1.0,0.2045520661262008,0.9788556850953578,0.9999300657962057,-0.011826390691832589,0.9999300657962057,-0.011826390691832589
2024-04-02,2024,4,2,1,14,2,93,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.40045390565126643,0.9163169044870048,0.9995786855478958,-0.029025013321975237,0.9995786855478958,-0.029025013321975237
2024-04-03,2024,4,3,2,14,2,94,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5794210982045637,0.8150283375168114,0.9989315138848577,-0.046215046983708354,0.9989315138848577,-0.046215046983708354
2024-04-04,2024,4,4,3,14,2,95,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.733885366432199,0.6792733388972931,0.9979887423155984,-0.06339140486951038,0.9979887423155984,-0.06339140486951038
2024-04-05,2024,4,5,4,14,2,96,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8573146280763323,0.5147928015098308,0.9967506498213929,-0.08054900421874167,0.9967506498213929,-0.08054900421874167
2024-04-06,2024,4,6,5,14,2,97,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9444892287836613,0.32854238191083485,0.9952176027737294,-0.09768276782171598,0.9952176027737294,-0.09768276782171598
2024-04-07,2024,4,7,6,14,2,98,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.9917226741361015,0.12839835514655099,0.9933900548258936,-0.11478762552212701,0.9933900548258936,-0.11478762552212701
2024-04-08,2024,4,8,0,15,2,99,0,0,0,0,0,0.0,1.0,0.9970175264485267,-0.07717546212664618,0.9912685467787256,-0.13185851571739118,0.9912685467787256,-0.13185851571739118
2024-04-09,2024,4,9,1,15,2,100,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.9601498736716018,-0.2794856348516094,0.9888537064205885,-0.1488903868564548,0.9888537064205885,-0.1488903868564548
2024-04-10,2024,4,10,2,15,2,101,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8826787983255474,-0.46997674302732007,0.986146248341595,-0.16587819893463143,0.986146248341595,-0.16587819893463143
2024-04-11,2024,4,11,3,15,2,102,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.7678804460366001,-0.6405931786981751,0.9831469737221499,-0.1828169249850199,0.9831469737221499,-0.1828169249850199
2024-04-12,2024,4,12,4,15,2,103,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.620609481827423,-0.7841198065767103,0.9798567700958665,-0.1997015525660636,0.9798567700958665,-0.1997015525660636
2024-04-13,2024,4,13,5,15,2,104,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.44709379298511387,-0.8944870822287956,0.9762766110869321,-0.21652708524481437,0.9762766110869321,-0.21652708524481437
2024-04-14,2024,4,14,6,15,2,105,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.2546711202412288,-0.9670277247913204,0.9724075561219968,-0.23328854407545518,0.9724075561219968,-0.23328854407545518
2024-04-15,2024,4,15,0,16,2,106,0,0,0,0,0,0.0,1.0,0.05147875477034673,-0.9986740898848305,0.9682507501166718,-0.2499809690726521,0.9682507501166718,-0.2499809690726521
2024-04-16,2024,4,16,1,16,2,107,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.15389057670406148,-0.9880878960910772,0.9638074231367307,-0.26659942067929354,0.9638074231367307,-0.26659942067929354
2024-04-17,2024,4,17,2,16,2,108,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.35275208654909473,-0.9357168190404936,0.9590788900341131,-0.28313898122818354,0.9590788900341131,-0.28313898122818354
2024-04-18,2024,4,18,3,16,2,109,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.5366961939916003,-0.8437755598231858,0.9540665500578387,-0.2995947563972602,0.9540665500578387,-0.2995947563972602
2024-04-19,2024,4,19,4,16,2,110,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.6979441547663433,-0.7161521883143935,0.9487718864399473,-0.31596187665790293,0.9487718864399473,-0.31596187665790293
2024-04-20,2024,4,20,5,16,2,111,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8296770135526189,-0.5582437220268648,0.9431964659565866,-0.33223549871590435,0.9431964659565866,-0.33223549871590435
2024-04-21,2024,4,21,6,16,2,112,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9263239682514951,-0.3767278936351848,0.9373419384643772,-0.3484108069446808,0.9373419384643772,-0.3484108069446808
2024-04-22,2024,4,22,0,17,2,113,0,0,0,0,0,0.0,1.0,-0.9837979515735163,-0.1792807588107359,0.9312100364121947,-0.3644830148102912,0.9312100364121947,-0.3644830148102912
2024-04-23,2024,4,23,1,17,2,114,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.9996684675143132,0.025747913654987745,0.9248025743285089,-0.38044736628785164,0.9248025743285089,-0.38044736628785164
2024-04-24,2024,4,24,2,17,2,115,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.9732643737003827,0.22968774213179508,0.9181214482844364,-0.39629913726891813,0.9181214482844364,-0.39629913726891813
2024-04-25,2024,4,25,3,17,2,116,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.9057022630804715,0.42391439070986053,0.9111686353326631,-0.41203363695942635,0.9111686353326631,-0.41203363695942635
2024-04-26,2024,4,26,4,17,2,117,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.7998392447397193,0.6002142805483683,0.9039461929224011,-0.42764620926777464,0.9039461929224011,-0.42764620926777464
2024-04-27,2024,4,27,5,17,2,118,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.6601521206712321,0.7511319308705195,0.8964562582905575,-0.44313223418263453,0.8964562582905575,-0.44313223418263453
2024-04-28,2024,4,28,6,17,2,119,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.4925480679538645,0.8702852410301551,0.8887010478292915,-0.45848712914008766,0.8887010478292915,-0.45848712914008766
2024-04-29,2024,4,29,0,18,2,120,0,0,0,0,0,0.0,1.0,-0.30411483232751774,0.9526353808033826,0.8806828564301475,-0.47370635037968,0.8806828564301475,-0.47370635037968
2024-04-30,2024,4,30,1,18,2,121,0,0,1,0,0,0.7818314824680298,0.6234898018587336,-0.1028209971373608,0.9946998756145891,0.8724040568049612,-0.48878539428899265,0.8724040568049612,-0.48878539428899265
2024-05-01,2024,5,1,2,18,2,122,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,0.2045520661262008,0.9788556850953578,0.8638670987837349,-0.503719798736334,0.8638670987837349,-0.503719798736334
2024-05-02,2024,5,2,3,18,2,123,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.40045390565126643,0.9163169044870048,0.8550745085896932,-0.518505144391157,0.8550745085896932,-0.518505144391157
2024-05-03,2024,5,3,4,18,2,124,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5794210982045637,0.8150283375168114,0.8460288880917339,-0.533137056031809,0.8460288880917339,-0.533137056031809
2024-05-04,2024,5,4,5,18,2,125,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.733885366432199,0.6792733388972931,0.8367329140344921,-0.5476112038402312,0.8367329140344921,-0.5476112038402312
2024-05-05,2024,5,5,6,18,2,126,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.8573146280763323,0.5147928015098308,0.8271893372462497,-0.5619233046832195,0.8271893372462497,-0.5619233046832195
2024-05-06,2024,5,6,0,19,2,127,0,0,0,0,0,0.0,1.0,0.9444892287836613,0.32854238191083485,0.8174009818249189,-0.5760691233798758,0.8174009818249189,-0.5760691233798758
2024-05-07,2024,5,7,1,19,2,128,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.9917226741361015,0.12839835514655099,0.8073707443023492,-0.5900444739548627,0.8073707443023492,-0.5900444739548627
2024-05-08,2024,5,8,2,19,2,129,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.9970175264485267,-0.07717546212664618,0.7971015927871943,-0.6038452208771035,0.7971015927871943,-0.6038452208771035
2024-05-09,2024,5,9,3,19,2,130,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.9601498736716018,-0.2794856348516094,0.7865965660866021,-0.6174672802835514,0.7865965660866021,-0.6174672802835514
2024-05-10,2024,5,10,4,19,2,131,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8826787983255474,-0.46997674302732007,0.7758587728069828,-0.6309066211876704,0.7758587728069828,-0.6309066211876704
2024-05-11,2024,5,11,5,19,2,132,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7678804460366001,-0.6405931786981751,0.7648913904341225,-0.6441592666722685,0.7648913904341225,-0.6441592666722685
2024-05-12,2024,5,12,6,19,2,133,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.620609481827423,-0.7841198065767103,0.753697664392914,-0.6572212950663319,0.753697664392914,-0.6572212950663319
2024-05-13,2024,5,13,0,20,2,134,0,0,0,0,0,0.0,1.0,0.44709379298511387,-0.8944870822287956,0.742280907086982,-0.6700888411055113,0.742280907086982,-0.6700888411055113
2024-05-14,2024,5,14,1,20,2,135,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.2546711202412288,-0.9670277247913204,0.7306444969184916,-0.6827580970759147,0.7306444969184916,-0.6827580970759147
2024-05-15,2024,5,15,2,20,2,136,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.05147875477034673,-0.9986740898848305,0.7187918772884232,-0.6952253139408722,0.7187918772884232,-0.6952253139408722
2024-05-16,2024,5,16,3,20,2,137,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.15389057670406148,-0.9880878960910772,0.7067265555776158,-0.7074868024503348,0.7067265555776158,-0.7074868024503348
2024-05-17,2024,5,17,4,20,2,138,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.35275208654909473,-0.9357168190404936,0.6944521021088763,-0.719538934232584,0.6944521021088763,-0.719538934232584
2024-05-18,2024,5,18,5,20,2,139,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.5366961939916003,-0.8437755598231858,0.6819721490904629,-0.7313781428679254,0.6819721490904629,-0.7313781428679254
2024-05-19,2024,5,19,6,20,2,140,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.6979441547663433,-0.7161521883143935,0.6692903895412567,-0.7430009249440493,0.6692903895412567,-0.7430009249440493
2024-05-20,2024,5,20,0,21,2,141,0,0,0,0,0,0.0,1.0,-0.8296770135526189,-0.5582437220268648,0.6564105761979381,-0.7544038410927472,0.6564105761979381,-0.7544038410927472
2024-05-21,2024,5,21,1,21,2,142,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.9263239682514951,-0.3767278936351848,0.6433365204044917,-0.765583517007675,0.6433365204044917,-0.765583517007675
2024-05-22,2024,5,22,2,21,2,143,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.9837979515735163,-0.1792807588107359,0.6300720909843687,-0.7765366444428655,0.6300720909843687,-0.7765366444428655
2024-05-23,2024,5,23,3,21,2,144,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.9996684675143132,0.025747913654987745,0.6166212130956382,-0.7872599821916922,0.6166212130956382,-0.7872599821916922
2024-05-24,2024,5,24,4,21,2,145,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9732643737003827,0.22968774213179508,0.6029878670694714,-0.7977503570459932,0.6029878670694714,-0.7977503570459932
2024-05-25,2024,5,25,5,21,2,146,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.9057022630804715,0.42391439070986053,0.5891760872322963,-0.8080046647350754,0.5891760872322963,-0.8080046647350754
2024-05-26,2024,5,26,6,21,2,147,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.7998392447397193,0.6002142805483683,0.5751899607119775,-0.8180198708443174,0.5751899607119775,-0.8180198708443174
2024-05-27,2024,5,27,0,22,2,148,0,0,0,0,0,0.0,1.0,-0.6601521206712321,0.7511319308705195,0.5610336262283677,-0.8277930117131022,0.5610336262283677,-0.8277930117131022
2024-05-28,2024,5,28,1,22,2,149,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4925480679538645,0.8702852410301551,0.5467112728685939,-0.8373211953118121,0.5467112728685939,-0.8373211953118121
2024-05-29,2024,5,29,2,22,2,150,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.30411483232751774,0.9526353808033826,0.5322271388474397,-0.8466016020976267,0.5322271388474397,-0.8466016020976267
2024-05-30,2024,5,30,3,22,2,151,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.1028209971373608,0.9946998756145891,0.5175855102531889,-0.8556314858488706,0.5175855102531889,-0.8556314858488706
2024-05-31,2024,5,31,4,22,2,152,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0.10282099713736031,0.9946998756145891,0.5027907197793043,-0.8644081744776648,0.5027907197793043,-0.8644081744776648
2024-06-01,2024,6,1,5,22,2,153,1,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.2045520661262008,0.9788556850953578,0.4878471454423119,-0.8729290708206411,0.4878471454423119,-0.8729290708206411
2024-06-02,2024,6,2,6,22,2,154,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.40045390565126643,0.9163169044870048,0.47275920928627757,-0.881191653407483,0.47275920928627757,-0.881191653407483
2024-06-03,2024,6,3,0,23,2,155,0,0,0,0,0,0.0,1.0,0.5794210982045637,0.8150283375168114,0.4575313760742512,-0.8891934772070711,0.4575313760742512,-0.8891934772070711
2024-06-04,2024,6,4,1,23,2,156,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.733885366432199,0.6792733388972931,0.44216815196707204,-0.8969321743510065,0.44216815196707204,-0.8969321743510065
2024-06-05,2024,6,5,2,23,2,157,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8573146280763323,0.5147928015098308,0.42667408318992467,-0.9044054548343001,0.42667408318992467,-0.9044054548343001
2024-06-06,2024,6,6,3,23,2,158,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.9444892287836613,0.32854238191083485,0.4110537546870351,-0.9116111071930239,0.4110537546870351,-0.9116111071930239
2024-06-07,2024,6,7,4,23,2,159,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.9917226741361015,0.12839835514655099,0.3953117887649151,-0.9185469991587165,0.3953117887649151,-0.9185469991587165
2024-06-08,2024,6,8,5,23,2,160,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9970175264485267,-0.07717546212664618,0.37945284372454435,-0.925211078289358,0.37945284372454435,-0.925211078289358
2024-06-09,2024,6,9,6,23,2,161,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,0.9601498736716018,-0.2794856348516094,0.36348161248290634,-0.9316013725767187,0.36348161248290634,-0.9316013725767187
2024-06-10,2024,6,10,0,24,2,162,0,0,0,0,0,0.0,1.0,0.8826787983255474,-0.46997674302732007,0.3474028211842774,-0.9377159910299093,0.3474028211842774,-0.9377159910299093
2024-06-11,2024,6,11,1,24,2,163,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.7678804460366001,-0.6405931786981751,0.3312212278016865,-0.9435531242349544,0.3312212278016865,-0.9435531242349544
2024-06-12,2024,6,12,2,24,2,164,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.620609481827423,-0.7841198065767103,0.31494162072895193,-0.9491110448902284,0.31494162072895193,-0.9491110448902284
2024-06-13,2024,6,13,3,24,2,165,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.44709379298511387,-0.8944870822287956,0.2985688173637202,-0.9543881083175908,0.2985688173637202,-0.9543881083175908
2024-06-14,2024,6,14,4,24,2,166,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.2546711202412288,-0.9670277247913204,0.2821076626819194,-0.9593827529490743,0.2821076626819194,-0.9593827529490743
2024-06-15,2024,6,15,5,24,2,167,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.05147875477034673,-0.9986740898848305,0.26556302780405594,-0.9640935007889755,0.26556302780405594,-0.9640935007889755
2024-06-16,2024,6,16,6,24,2,168,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.15389057670406148,-0.9880878960910772,0.24893980855376657,-0.9685189578512204,0.24893980855376657,-0.9685189578512204
2024-06-17,2024,6,17,0,25,2,169,0,0,0,0,0,0.0,1.0,-0.35275208654909473,-0.9357168190404936,0.23224292400907015,-0.9726578145718654,0.23224292400907015,-0.9726578145718654
2024-06-18,2024,6,18,1,25,2,170,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.5366961939916003,-0.8437755598231858,0.21547731504673012,-0.976508846196619,0.21547731504673012,-0.976508846196619
2024-06-19,2024,6,19,2,25,2,171,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.6979441547663433,-0.7161521883143935,0.19864794288017112,-0.9800709131432666,0.19864794288017112,-0.9800709131432666
2024-06-20,2024,6,20,3,25,2,172,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8296770135526189,-0.5582437220268648,0.18175978759137534,-0.9833429613388902,0.18175978759137534,-0.9833429613388902
2024-06-21,2024,6,21,4,25,2,173,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9263239682514951,-0.3767278936351848,0.16481784665719793,-0.9863240225317866,0.16481784665719793,-0.9863240225317866
2024-06-22,2024,6,22,5,25,2,174,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.9837979515735163,-0.1792807588107359,0.14782713347053048,-0.9890132145779883,0.14782713347053048,-0.9890132145779883
2024-06-23,2024,6,23,6,25,2,175,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.9996684675143132,0.025747913654987745,0.13079267585675922,-0.9914097417023038,0.13079267585675922,-0.9914097417023038
2024-06-24,2024,6,24,0,26,2,176,0,0,0,0,0,0.0,1.0,-0.9732643737003827,0.22968774213179508,0.11371951458594969,-0.9935128947338007,0.11371951458594969,-0.9935128947338007
2024-06-25,2024,6,25,1,26,2,177,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.9057022630804715,0.42391439070986053,0.0966127018812031,-0.9953220513156602,0.0966127018812031,-0.9953220513156602
